salon,distancia,up,down
NR01,189,14.719530773885717,69.28876838840375
NR01,189,76.12709882382367,202.08602173384534
NR01,189,81.34225485563377,191.57733384545853
NR01,189,82.2210633973528,191.19015130815424
NR01,189,13.638489508121241,72.18326666922648
NR01,189,93.14131382041185,36.47839432727918
NR01,189,112.78211977098219,51.47622533708949
NR01,189,86.03645775868067,124.20550295190735
NR01,189,44.275581464598986,105.0063429049465
NR01,189,77.66778762670123,191.69694447424442
NR01,189,32.47077778815447,165.60991210513325
NR01,189,57.062179862350796,146.38120323693101
NR01,189,27.411854778818157,165.7785460223044
NR01,189,11.62449882758296,39.136948558413835
NR01,189,13.22595652765047,19.618475757971986
NR01,189,69.71761102517867,78.19112250748387
NR01,189,14.2586890919108,74.7265310991784
NR01,189,13.82057419633691,72.34889370117051
NR01,189,70.17256230803807,75.69681240231508
NR01,189,15.29129839820427,78.54286180589517
