salon,distancia,up,down
Lab Com 1,189,14.059072898597249,38.22373235629248
Lab Com 1,189,76.64695414804636,147.35379781454165
Lab Com 1,189,13.29572254247106,13.44963918986894
Lab Com 1,189,13.152146382753566,22.667487412286153
Lab Com 1,189,106.12087972192727,171.7771882347155
Lab Com 1,189,110.83493519738192,152.28191533912488
Lab Com 1,189,13.957720431340245,45.5758503096655
Lab Com 1,189,107.84822128181696,147.86719185689128
Lab Com 1,189,109.83286226712818,147.73539474599013
Lab Com 1,189,37.010836379748596,67.52333744531637
Lab Com 1,189,14.230608668993916,6.846123160179088
Lab Com 1,189,111.67584017994973,170.5726570808775
Lab Com 1,189,115.86601841911589,146.1197061086518
Lab Com 1,189,15.848857482549725,49.236678708273594
Lab Com 1,189,16.24686412983247,53.80847217153185
Lab Com 1,189,13.176799738744792,22.094632955420547
Lab Com 1,189,109.18960444804941,156.45068016344996
Lab Com 1,189,15.485606279241573,42.36803190822459
Lab Com 1,189,116.39054965340506,118.33941121188144
Lab Com 1,189,13.703320925116472,13.04013113187541
